id,title,main_picture_medium,main_picture_large,alternative_titles_synonyms,alternative_titles_en,alternative_titles_ja,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_volumes,num_chapters,authors,pictures,background,related_anime,related_manga,recommendations,serialization
3575,Saikyou Densetsu Kurosawa,https://cdn.myanimelist.net/images/manga/1/262554.jpg,https://cdn.myanimelist.net/images/manga/1/262554l.jpg,"[""Legend of the Strongest Man Kurosawa"", ""The Legend of a Strongest Man""]","The Legend of the Strongest, Kurosawa!",最強伝説黒沢,2003-01,2006-09,"44 years old, single, working in a construction company for his entire life. All Kurosawa wants is a little respect from his co-workers. And a little popularity won't hurt. Unfortunately Kurosawa's plans fail miserably from time to time and one day, he finds himself right in the middle of a fight against...delinquent middle schoolers?",8.32,287.0,695,26634,8271,white,1970-01-01T00:00:00+00:00,2022-08-02T21:34:33+00:00,manga,finished,"[{""id"": 1, ""name"": ""Action""}, {""id"": 4, ""name"": ""Comedy""}, {""id"": 55, ""name"": ""Delinquents""}, {""id"": 8, ""name"": ""Drama""}, {""id"": 40, ""name"": ""Psychological""}, {""id"": 41, ""name"": ""Seinen""}, {""id"": 45, ""name"": ""Suspense""}]",11,90,"[{""node"": {""id"": 2539, ""first_name"": ""Nobuyuki"", ""last_name"": ""Fukumoto""}, ""role"": ""Story & Art""}]","[{""medium"": ""https://cdn.myanimelist.net/images/manga/3/79017.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/79017l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/4/79019.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/4/79019l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/2/79021.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/79021l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/1/79023.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/79023l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/1/155813.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/155813l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/3/155814.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/155814l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/5/155815.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/5/155815l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/1/262554.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/262554l.jpg""}]","Although manga author Nobuyuki Fukumoto intended to put the series on a three-month hiatus, Saikyou Densetsu Kurosawa ended serialization following the editorial department's decision to terminate it in 2006.

The series was published digitally in English as The Legend of the Strongest, Kurosawa! by Fukumoto Production/Highstone Inc. from October 28, 2017, to December 18, 2017.",[],"[{""node"": {""id"": 58209, ""title"": ""Shin Kurosawa: Saikyou Densetsu"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/3/115007.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/115007l.jpg""}}, ""relation_type"": ""sequel"", ""relation_type_formatted"": ""Sequel""}, {""node"": {""id"": 111299, ""title"": ""Saitsuyo Densetsu Nakane"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/1/224195.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/224195l.jpg""}}, ""relation_type"": ""spin_off"", ""relation_type_formatted"": ""Spin-off""}, {""node"": {""id"": 112780, ""title"": ""Fukumoto All Stars"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/2/224617.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/224617l.jpg""}}, ""relation_type"": ""spin_off"", ""relation_type_formatted"": ""Spin-off""}]","[{""node"": {""id"": 28533, ""title"": ""Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/5/63521.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/5/63521l.jpg""}}, ""num_recommendations"": 3}, {""node"": {""id"": 20310, ""title"": ""Mada, Ikiteru"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/1/248921.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/248921l.jpg""}}, ""num_recommendations"": 3}, {""node"": {""id"": 70983, ""title"": ""Tokyo Tarareba Musume"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/2/162011.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/162011l.jpg""}}, ""num_recommendations"": 2}, {""node"": {""id"": 336, ""title"": ""GTO"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/2/172982.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/172982l.jpg""}}, ""num_recommendations"": 2}, {""node"": {""id"": 1238, ""title"": ""Ressentiment"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/2/52573.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/52573l.jpg""}}, ""num_recommendations"": 2}, {""node"": {""id"": 3285, ""title"": ""Holyland"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/3/258962.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/258962l.jpg""}}, ""num_recommendations"": 2}, {""node"": {""id"": 1303, ""title"": ""Ashita no Joe"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/1/268827.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/268827l.jpg""}}, ""num_recommendations"": 2}, {""node"": {""id"": 838, ""title"": ""Angel Densetsu"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/2/164490.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/164490l.jpg""}}, ""num_recommendations"": 1}, {""node"": {""id"": 613, ""title"": ""Buraiden Gai"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/1/3993.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/3993l.jpg""}}, ""num_recommendations"": 1}, {""node"": {""id"": 99007, ""title"": ""Komi-san wa, Comyushou desu."", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/3/188962.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/188962l.jpg""}}, ""num_recommendations"": 1}]","[{""node"": {""id"": 1, ""name"": ""Big Comic Original""}}]"
110029,Shinigami Bocchan to Kuro Maid,https://cdn.myanimelist.net/images/manga/2/205563.jpg,https://cdn.myanimelist.net/images/manga/2/205563l.jpg,"[""Young Master the Grim Reaper and the Black Maid"", ""The Duke of Death and his Black Maid""]",The Duke of Death and His Maid,死神坊ちゃんと黒メイド,2017-10-03,2022-05-17,"Cursed by a witch as a child, a young duke gained the unwanted power to kill every living thing he touches. Forced to move away from his family and into a large mansion deep in the woods, the duke is treated as if he does not exist and is continually shunned by his peers.

However, he is not entirely alone. Rob and Alice, his butler and maid, are always by his side. Alice loves to tease him, and as their relationship grows, the duke makes it his goal to break free from his deadly curse. Of course, he is going to need some help, and who better to do this than the various inhabitants of the supernatural?

[Written by MAL Rewrite]",7.86,1071.0,588,31066,10205,white,1970-01-01T00:00:00+00:00,2024-01-04T15:31:42+00:00,manga,finished,"[{""id"": 4, ""name"": ""Comedy""}, {""id"": 8, ""name"": ""Drama""}, {""id"": 75, ""name"": ""Romantic Subtext""}]",16,242,"[{""node"": {""id"": 46887, ""first_name"": ""Koharu"", ""last_name"": ""Inoue""}, ""role"": ""Story & Art""}]","[{""medium"": ""https://cdn.myanimelist.net/images/manga/2/201662.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/201662l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/2/205563.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/205563l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/3/248228.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/248228l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/3/248229.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/248229l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/1/248230.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/248230l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/5/248231.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/5/248231l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/2/248232.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/248232l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/3/248233.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/248233l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/1/248234.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/248234l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/3/248235.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/248235l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/2/248236.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/248236l.jpg""}]","Shinigami Bocchan to Kuro Maid is a rewrite of a web manga of the same title released on Twitter.

The series has been published in English as The Duke of Death and His Maid by Seven Seas Entertainment since May 31, 2022.",[],"[{""node"": {""id"": 160738, ""title"": ""Shinigami Bocchan to Kuro Maid Bangai-hen"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/2/285202.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/285202l.jpg""}}, ""relation_type"": ""side_story"", ""relation_type_formatted"": ""Side story""}]","[{""node"": {""id"": 96044, ""title"": ""Taishou Otome Otogibanashi"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/2/173765.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/173765l.jpg""}}, ""num_recommendations"": 3}, {""node"": {""id"": 78537, ""title"": ""Karakai Jouzu no Takagi-san"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/3/136045.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/136045l.jpg""}}, ""num_recommendations"": 3}, {""node"": {""id"": 92842, ""title"": ""Takane no Hana nara Ochitekoi!!"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/3/176337.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/176337l.jpg""}}, ""num_recommendations"": 1}, {""node"": {""id"": 90125, ""title"": ""Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/3/188896.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/188896l.jpg""}}, ""num_recommendations"": 1}]","[{""node"": {""id"": 1410, ""name"": ""Sunday Webry""}}]"
164402,Oshiego-kun to wa Dekimasen,https://cdn.myanimelist.net/images/manga/2/309144.jpg,https://cdn.myanimelist.net/images/manga/2/309144l.jpg,"[""Dekkaku Natta Seito ni Kyuukon sareru Hanashi""]",My Student Grew Huge and Proposed to Me.,教え子くんとはデキません,2023-11-17,,,6.69,13484.0,8297,2331,511,white,1970-01-01T00:00:00+00:00,2024-08-15T14:01:20+00:00,manga,currently_publishing,"[{""id"": 22, ""name"": ""Romance""}]",0,0,"[{""node"": {""id"": 7650, ""first_name"": ""Yoshiki"", ""last_name"": ""Naruse""}, ""role"": ""Story & Art""}]","[{""medium"": ""https://cdn.myanimelist.net/images/manga/2/292314.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/292314l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/2/292315.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/292315l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/2/309144.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/309144l.jpg""}]","Oshiego-kun to wa Dekimasen, originally released under the title ""Dekkaku Natta Seito ni Kyuukon sareru Hanashi"" (でっかくなった生徒に求婚される話) is a web manga released on the author's Twitter account since September 15, 2023. Official serialization began in Getsumaga Kichi on November 17, 2023.",[],[],[],"[{""node"": {""id"": 1794, ""name"": ""Getsumaga Kichi""}}]"
78789,Neo Kiseijuu,https://cdn.myanimelist.net/images/manga/2/180940.jpg,https://cdn.myanimelist.net/images/manga/2/180940l.jpg,"[""Neo Parasyte"", ""Kiseijuu Tribute"", ""Lucy and Migi"", ""Lucy to Migi""]",Neo Parasyte m,ネオ寄生獣,2014-09-25,2016-03-25,Kiseijuu's tribute manga series of original stories by various mangaka.,6.42,16794.0,5649,3658,880,white,1970-01-01T00:00:00+00:00,2022-03-29T03:01:50+00:00,manga,finished,"[{""id"": 1, ""name"": ""Action""}, {""id"": 14, ""name"": ""Horror""}, {""id"": 24, ""name"": ""Sci-Fi""}, {""id"": 41, ""name"": ""Seinen""}]",1,12,"[{""node"": {""id"": 1882, ""first_name"": ""Hiro"", ""last_name"": ""Mashima""}, ""role"": ""Story & Art""}, {""node"": {""id"": 1948, ""first_name"": """", ""last_name"": ""PEACH\u2010PIT""}, ""role"": ""Story & Art""}, {""node"": {""id"": 3033, ""first_name"": ""Ryouji"", ""last_name"": ""Minagawa""}, ""role"": ""Story & Art""}, {""node"": {""id"": 3052, ""first_name"": ""Moto"", ""last_name"": ""Hagio""}, ""role"": ""Story & Art""}, {""node"": {""id"": 3230, ""first_name"": ""Riichi"", ""last_name"": ""Ueshiba""}, ""role"": ""Story & Art""}, {""node"": {""id"": 3772, ""first_name"": ""Hiroki"", ""last_name"": ""Endo""}, ""role"": ""Story & Art""}, {""node"": {""id"": 4070, ""first_name"": ""Takatoshi"", ""last_name"": ""Kumakura""}, ""role"": ""Story & Art""}, {""node"": {""id"": 4660, ""first_name"": ""Akira"", ""last_name"": ""Hiramoto""}, ""role"": ""Story & Art""}, {""node"": {""id"": 6743, ""first_name"": ""Moare"", ""last_name"": ""Ohta""}, ""role"": ""Story & Art""}, {""node"": {""id"": 18665, ""first_name"": ""Yukari"", ""last_name"": ""Takinami""}, ""role"": ""Story & Art""}]","[{""medium"": ""https://cdn.myanimelist.net/images/manga/2/139193.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/139193l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/2/180940.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/180940l.jpg""}]","Neo Kiseijuu was published in English as Neo Parasyte m by Kodansha Comics USA on November 21, 2017.",[],"[{""node"": {""id"": 401, ""title"": ""Kiseijuu"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/2/188928.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/188928l.jpg""}}, ""relation_type"": ""parent_story"", ""relation_type_formatted"": ""Parent story""}, {""node"": {""id"": 80797, ""title"": ""Neo Kiseijuu f"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/1/154559.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/154559l.jpg""}}, ""relation_type"": ""alternative_version"", ""relation_type_formatted"": ""Alternative version""}]",[],"[{""node"": {""id"": 4, ""name"": ""Afternoon""}}]"
94398,Rinpun Yaku,https://cdn.myanimelist.net/images/manga/2/167375.jpg,https://cdn.myanimelist.net/images/manga/2/167375l.jpg,"[""Gyakushima"", ""Slow Hot Wind"", ""A Taste of Honey (Kitaku)"", ""A Taste of Honey (Float)"", ""Pale Beryl"", ""Fantail"", ""Canary"", ""Kikukaten"", ""Identical Twin\u2019s Garden"", ""Mirror Scrying II"", ""Sundish Memo"", ""Citrine Citron"", ""Mi wo Yoko Taete"", ""Hirihiri Suru (Midori)"", ""Energy (Remix)"", ""Secret Comics Japan"", ""Kisetsufuu""]",Swing Shell,鱗粉薬,1991-07-24,2000-08-24,"A collection of Yuko Tsuno’s one-shots from Garo.

1. Gyakushima
2. Slow Hot Wind
3. A Taste of Honey (Kitaku)
4. A Taste of Honey (Float)
5. Pale Beryl
6. Fantail
7. Canary
8. Kikukaten
9. Identical Twin's Garden
10. Mirror Scrying
11. Sundish Memo
12. Swing Shell
13. Rinpun Yaku
14. Citrine Citron
15. Mi wo Yoko Taete
16. Mirror Scrying II
17. Kisetsufuu
18. Hirihiri Suru (Midori)
19. Energy (Remix)",,37392.0,43524,119,12,white,1970-01-01T00:00:00+00:00,2023-03-09T21:40:39+00:00,manga,finished,"[{""id"": 8, ""name"": ""Drama""}, {""id"": 41, ""name"": ""Seinen""}, {""id"": 36, ""name"": ""Slice of Life""}]",1,19,"[{""node"": {""id"": 8565, ""first_name"": ""Yuko"", ""last_name"": ""Tsuno""}, ""role"": ""Story & Art""}]","[{""medium"": ""https://cdn.myanimelist.net/images/manga/2/167375.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/167375l.jpg""}]","The one-shot Swing Shell was published in English by VIZ Media in their underground manga anthology Secret Comics Japan on July 6, 2000.",[],[],[],"[{""node"": {""id"": 250, ""name"": ""Garo""}}]"
83657,Chio-chan no Tsuugakuro,https://cdn.myanimelist.net/images/manga/3/145163.jpg,https://cdn.myanimelist.net/images/manga/3/145163l.jpg,[],Chio's School Road,ちおちゃんの通学路,2014-04-05,2018-09-05,"This manga is a story of a nerdy bookworm girl on her way to school, and yes, that's the entire premise, as she's not getting to school any time soon. Taking her ""usual"" route to school, it becomes an increasingly unusual adventure, and all the more ridiculous as it carries on. It takes an unpleasant sentiment many can empathize with, the feeling of tardiness, and brings humor to it—making it a hilarious situation to look back upon.

(Source: seventhstyle)",7.7,1698.0,1795,11594,3369,white,1970-01-01T00:00:00+00:00,2022-04-17T22:14:11+00:00,manga,finished,"[{""id"": 4, ""name"": ""Comedy""}, {""id"": 41, ""name"": ""Seinen""}]",9,53,"[{""node"": {""id"": 15041, ""first_name"": ""Tadataka"", ""last_name"": ""Kawasaki""}, ""role"": ""Story & Art""}]","[{""medium"": ""https://cdn.myanimelist.net/images/manga/3/145163.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/145163l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/1/194606.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/194606l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/3/211876.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/211876l.jpg""}]","Chio-chan no Tsuugakuro was published in English as Chio's School Road by Yen Press from August 21, 2018 to June 23, 2020.",[],[],"[{""node"": {""id"": 60815, ""title"": ""Joshikausei"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/1/121107.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/121107l.jpg""}}, ""num_recommendations"": 1}, {""node"": {""id"": 95016, ""title"": ""Poputepipikku"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/3/169121.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/169121l.jpg""}}, ""num_recommendations"": 1}, {""node"": {""id"": 80539, ""title"": ""Boku wa Ohimesama ni Narenai"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/1/188820.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/188820l.jpg""}}, ""num_recommendations"": 1}, {""node"": {""id"": 3082, ""title"": ""Nichijou"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/2/308847.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/308847l.jpg""}}, ""num_recommendations"": 1}, {""node"": {""id"": 26144, ""title"": ""Danshi Koukousei no Nichijou"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/3/200703.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/200703l.jpg""}}, ""num_recommendations"": 1}, {""node"": {""id"": 113497, ""title"": ""Piyoko to Makai-chou no Himesama"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/1/210796.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/210796l.jpg""}}, ""num_recommendations"": 1}, {""node"": {""id"": 90498, ""title"": ""Dasei 67 Percent"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/3/265968.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/265968l.jpg""}}, ""num_recommendations"": 1}, {""node"": {""id"": 90125, ""title"": ""Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/3/188896.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/188896l.jpg""}}, ""num_recommendations"": 1}, {""node"": {""id"": 99678, ""title"": ""Asobi Asobase"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/1/180830.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/180830l.jpg""}}, ""num_recommendations"": 1}, {""node"": {""id"": 98607, ""title"": ""Joshikousei no Mudazukai"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/3/181542.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/3/181542l.jpg""}}, ""num_recommendations"": 1}]","[{""node"": {""id"": 174, ""name"": ""Comic Flapper""}}]"
92203,Baccano!,https://cdn.myanimelist.net/images/manga/1/172600.jpg,https://cdn.myanimelist.net/images/manga/1/172600l.jpg,[],Baccano!,BACCANO!,2015-10-16,2017-01-06,"Aboard the Advenna Avis in 1711, a group of alchemists summon a demon in the hopes of gaining eternal life. The demon gives them an elixir of immortality and the method of ending their existence by ""devouring"" one another. Soon after, one among them begins to devour his companions. Realizing the danger posed by staying together, they scatter across the globe.

Centuries later in 1930's America, a certain federal investigator tries his best to combat the rise of organized crime during Prohibition, send a particularly infuriating terrorist to Alcatraz, and catch an outrageous thief duo. Meanwhile, the transcontinental train, the Flying Pussyfoot, begins its trail of blood across the country.

In 2002, a small group of the original Advenna Avis alchemists are on a journey to find the rest of their fellow immortals. However, there is one companion they did not expect to meet again.

Seemingly unrelated events, from a sleepy Italian city in the early 1700's to a modern luxury cruise ship traveling across the Pacific, reveal themselves to be far more connected than anyone could imagine...

(Source: Wikipedia, MAL Rewrite)",7.5,2872.0,5010,4170,819,white,1970-01-01T00:00:00+00:00,2023-08-12T16:26:49+00:00,manga,finished,"[{""id"": 1, ""name"": ""Action""}, {""id"": 10, ""name"": ""Fantasy""}, {""id"": 7, ""name"": ""Mystery""}, {""id"": 69, ""name"": ""Organized Crime""}, {""id"": 41, ""name"": ""Seinen""}]",3,22,"[{""node"": {""id"": 2948, ""first_name"": ""Ryohgo"", ""last_name"": ""Narita""}, ""role"": ""Story""}, {""node"": {""id"": 13251, ""first_name"": ""Shinta"", ""last_name"": ""Fujimoto""}, ""role"": ""Art""}]","[{""medium"": ""https://cdn.myanimelist.net/images/manga/1/164952.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/164952l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/1/171303.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/171303l.jpg""}, {""medium"": ""https://cdn.myanimelist.net/images/manga/1/172600.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/1/172600l.jpg""}]","Baccano! was simultaneously published in English by Yen Press on the same day as the Japanese release. It was published in print from January 30, 2018 to May 22, 2018.",[],"[{""node"": {""id"": 1342, ""title"": ""Baccano!"", ""main_picture"": {""medium"": ""https://cdn.myanimelist.net/images/manga/2/172736.jpg"", ""large"": ""https://cdn.myanimelist.net/images/manga/2/172736l.jpg""}}, ""relation_type"": ""alternative_version"", ""relation_type_formatted"": ""Alternative version""}]",[],"[{""node"": {""id"": 24, ""name"": ""Young Gangan""}}]"
